TOT_POP,% Black-alone,% NA/AI-alone,% Asian-alone,% Hawaiian/PI-alone,% Two or more races,Percent of adults with less than a high school diploma 2014-18,Percent of adults with a high school diploma only 2014-18,Percent of adults completing some college or associate's degree 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,PCTPOVALL_2018,MEDHHINC_2018,Civilian_labor_force_2018,Unemployment_rate_2018,Med_HH_Income_Percent_of_State_Total_2018,Active Physicians per 100000 Population 2018 (AAMC),Total Active Patient Care Physicians per 100000 Population 2018 (AAMC),Active Primary Care Physicians per 100000 Population 2018 (AAMC),Active Patient Care Primary Care Physicians per 100000 Population 2018 (AAMC),Active General Surgeons per 100000 Population 2018 (AAMC),Active Patient Care General Surgeons per 100000 Population 2018 (AAMC),Total nurse practitioners (2019),Total physician assistants (2019),Total Hospitals (2019),Internal Medicine Primary Care (2019),Family Medicine/General Practice Primary Care (2019),Total Specialist Physicians (2019),ICU Beds_x,Total Population,Population Aged 60+,Percent of Population Aged 60+,county_pop2018_18 and older,anycondition_prevalence,anycondition_number,Obesity_prevalence,Obesity_number,Heart disease_number,COPD_prevalence,COPD_number,diabetes_prevalence,diabetes_number,CKD_number,Urban_rural_code,age 0-19 pct %,age 20-39 pct %,age 40-59 pct %,age 60-79 pct %,age 80+ pct %
35989,1.197588152,3.378810192,0.897496457,0.133374087,1.544916502,12.5,28.9,36.3,22.4,14.3,50247,18422,3.2,84.1,239.2,214.5,88.2,80.3,6.8,6.2,19.49366547,15.33377322,1.734842956,16.67687745,23.50432392,51.20584854,22,36509,9022,24.7,26988,50.0,13498,39.2,10579,2151,7.5,2018,12.8,3454,903,5,27.49451221,23.52107589,23.0876101,20.300647416,5.596154381
15841,18.96344928,0.321949372,0.34088757,0.044189129,2.121078215,15.9,34.5,29.9,19.8,13.5,51131,7083,3.6,70.4,263.2,231.8,90.3,81.7,7.3,6.3,8.328084215,3.909252573,0.178538652,7.900335361,6.935110772,21.85610668,0,15462,4077,26.4,12491,47.4,5926,34.4,4297,1082,9.5,1185,13.4,1673,444,3,23.3381731,23.27504576,25.43400038,23.344485825,4.608294931
23551,0.454333149,1.766379347,1.019065008,0.101906501,2.534924207,15.0,33.7,37.1,14.2,12.8,51835,11535,3.6,93.4,192.6,181.6,73.9,68.9,5.8,5.5,9.236697131,8.296916899,0.604144434,5.222493,12.37824819,18.72847747,0,22839,5298,23.2,17380,47.5,8250,36.7,6378,1421,8.1,1411,12.6,2181,598,5,28.542312430000003,22.512844469999997,24.38962252,20.394038471000002,4.161182115
8263,2.989229094,0.411472831,0.508289967,0.072612852,2.081568438,23.2,46.1,20.1,10.6,16.7,44688,3222,5.5,85.3,253.1,225.8,85.1,77.8,8.1,7.4,7.015606181,1.454871706,0.140360945,4.378040948,3.034237468,12.33101413,0,8188,2113,25.8,6461,49.1,3174,34.9,2255,672,12.8,829,14.9,964,241,6,23.853322040000002,22.38896285,26.29795473,22.945661378,4.514098996
1248743,8.855384975,1.221308147,7.280281051,0.121402082,2.64169649,10.9,16.8,23.7,48.6,12.0,76255,721786,2.8,125.8,224.8,199.9,72.9,66.5,6.2,5.4,430.7233803,254.2138092,22.75437656,472.490496,418.1932456,1474.814257,294,1176584,160972,13.7,978017,34.5,337286,27.9,272867,50058,4.6,45111,8.6,84176,23438,1,24.28986589,35.24888628,25.68246628,12.789821444000001,1.988960098
22983,0.661358395,3.080537789,0.43945525,0.034808337,1.696906409,7.6,42.8,32.9,16.7,12.4,46486,11019,4.0,82.1,287.0,249.7,97.8,87.6,7.9,6.7,10.16263744,8.698022042,0.33109045,17.04885896,13.84831794,46.68145427,0,23389,7186,30.7,18802,48.2,9067,36.7,6900,1906,10.9,2053,13.1,2465,690,5,20.227994605,19.631901839999998,26.59356916,27.24187443,6.304659966
8313,0.685673042,0.481174065,0.264645736,0.084205461,1.455551546,15.3,40.8,25.8,18.1,14.9,51255,4048,3.0,94.2,273.1,236.3,86.6,79.0,7.0,6.3,4.636536939,0.902340376,0.165542144,5.17115665,3.712486118,14.74274915,0,8300,2185,26.3,6197,49.4,3062,35.0,2169,602,11.1,688,13.1,809,218,6,27.83591964,20.786719592,23.73391074,22.927944185,4.715505834
40085,5.633029812,0.44405638,0.563801921,0.029936385,1.125109143,10.4,40.7,32.4,16.5,9.9,57709,18093,4.6,85.3,375.1,304.1,112.9,94.8,10.2,7.4,25.86769669,18.24133111,0.340499378,42.50088616,13.29178293,100.3201419,5,40886,9523,23.3,32510,47.3,15374,38.0,12354,2548,9.0,2925,11.6,3780,988,6,20.78333541,26.0696021,27.97305725,21.314706245,3.85929899
23341,0.87828285,0.698341973,0.347028833,0.051411679,2.039329934,11.8,44.3,30.1,13.8,17.6,45607,10884,4.4,80.5,287.0,249.7,97.8,87.6,7.9,6.7,10.3209381,8.833508788,0.336247757,17.31442444,14.06402946,47.40859871,4,23221,6243,26.9,18132,49.2,8926,35.2,6382,1883,12.0,2175,13.8,2511,681,6,24.39484169,21.618611029999997,25.09746798,24.026391325,4.862687974
78727,4.571493897,0.655429522,0.849771997,0.072402098,2.018367269,14.6,38.4,25.6,21.4,16.6,44811,33786,4.4,95.2,207.6,188.2,79.9,75.0,7.0,6.5,34.08915083,5.459488524,2.29873201,23.48363724,44.0154936,95.00554909,13,78706,16257,20.7,60570,50.3,30443,37.2,22532,5173,9.3,5662,12.3,7478,1891,5,26.61094669,26.23750429,24.94823885,18.346945773999998,3.856364398
1928,1.089211618,2.178423237,0.726141079,0.0,0.985477178,24.3,29.0,25.9,20.8,22.1,37812,892,2.8,62.4,224.8,199.9,72.9,66.5,6.2,5.4,0.665016482,0.392494071,0.035131679,0.729502929,0.645670548,2.277043305,0,2111,758,35.9,1492,53.1,792,37.9,565,175,9.6,144,18.7,279,69,6,24.53319502,17.997925312,21.109958505,30.394190870000003,5.96473029
21229,4.126430826,1.290687267,1.36134533,0.471053747,2.802769796,9.4,28.1,42.5,20.0,12.9,55151,9243,3.7,91.0,224.8,199.9,72.9,66.5,6.2,5.4,7.322424743,4.321709876,0.386831125,8.032478051,7.109408751,25.07227818,0,20473,5172,25.3,16537,49.5,8188,36.4,6019,1440,8.3,1374,13.5,2238,566,3,24.46653163,21.414103349999998,27.32111733,22.243157942,4.555089736
564751,22.4019081,0.212305954,6.084274309,0.04780868,2.210177583,7.2,30.5,24.0,38.3,8.8,71961,295898,4.0,118.2,320.5,273.3,100.8,88.2,8.7,7.2,308.8102385,249.985041,8.775273092,457.5489126,317.6737053,1180.340376,100,563384,123831,22.0,440843,37.3,164214,28.9,127404,27257,6.4,28095,10.6,46559,12494,2,25.03988484,26.19862559,25.558697549999998,18.668935513,4.533856514
54402,1.510973861,0.248152641,0.540421308,0.045954193,0.979743392,15.0,33.1,29.4,22.5,15.2,45510,26683,3.4,62.7,263.2,231.8,90.3,81.7,7.3,6.3,28.60074727,13.42536194,0.613146882,27.13174953,23.8169242,75.05939748,14,54457,15381,28.2,44341,49.4,21921,32.5,14411,4123,9.9,4403,12.4,5498,1551,3,21.002904303999998,21.56354546,27.01371273,25.225175550000003,5.194661961
2192,0.410583942,5.200729927,0.136861314,0.0,1.642335766,8.0,32.2,41.6,18.2,9.3,51848,1196,2.6,79.5,237.6,217.1,87.0,79.6,10.5,9.7,1.317950681,0.654649463,0.112472815,1.012255337,1.692860065,2.604178261,0,2258,735,32.6,1729,47.9,828,36.1,624,179,8.8,152,13.8,239,67,6,22.53649635,17.563868612999997,25.182481756,26.414233572999997,8.302919708
12690,1.040189125,0.496453901,0.504334121,0.228526399,1.276595745,8.2,35.9,38.3,17.7,10.6,54802,6451,2.6,91.2,218.2,193.1,84.8,77.9,6.9,6.5,7.727838867,3.429680829,0.474445883,5.138490152,8.688792815,16.43271459,0,12864,3778,29.4,9650,51.2,4942,38.9,3754,885,8.3,800,12.5,1206,344,6,26.17809298,20.275807725,23.06540583,22.970843181,7.509850276
1485941,19.70212815,0.586497041,2.930870068,0.109223718,1.83035531,11.8,24.5,28.0,35.7,12.2,61735,731004,3.6,111.4,265.2,240.7,86.8,80.1,6.9,6.0,862.2916811,425.0763117,15.13893971,808.9216863,577.6517087,2030.362038,401,1426772,414928,29.1,1202485,41.2,494930,29.3,352328,104031,8.5,102154,13.6,163990,43465,2,21.23630749,23.105022339999998,25.354506,22.6488804,7.655283756
28977,2.874693723,25.48573006,0.476239776,0.093177348,6.449943058,14.5,39.9,29.4,16.3,19.5,48533,12201,3.6,93.5,206.7,189.1,73.9,68.5,6.2,5.8,8.311521783,9.465287406,0.918603203,9.693101001,16.60834591,34.26022507,0,29437,6475,22.0,21692,52.9,11471,38.0,8243,2124,10.3,2224,15.1,3283,802,6,27.52872969,25.58235842,23.9948925,18.663077615,4.230941781
9947,1.186287323,1.859857243,0.653463356,0.080426259,1.497939077,24.7,31.4,28.7,15.2,10.5,49845,4487,2.8,82.2,224.8,199.9,72.9,66.5,6.2,5.4,3.430974559,2.024968116,0.181252494,3.763675123,3.33116439,11.74779552,0,10484,1503,14.3,6796,47.2,3211,37.8,2569,498,7.5,507,12.9,875,212,6,34.48275862,25.11309942,23.836332560000002,14.265607720999999,2.302201669
37924,4.073937348,0.856977112,0.806876912,0.07910558,1.787786099,13.9,35.7,31.1,19.3,13.2,47097,16152,3.7,77.7,224.8,199.9,72.9,66.5,6.2,5.4,13.08095699,7.720407242,0.691044496,14.34941343,12.70042006,44.78972526,12,37787,9428,25.0,29524,48.3,14261,36.2,10688,2631,8.6,2554,13.5,3997,1028,5,25.00527371,23.82396371,24.66775657,21.585275814,4.917730197
93503,18.46357871,0.407473557,1.615990931,0.112295862,1.691924323,12.7,37.8,29.6,19.9,11.9,65416,45262,3.6,111.6,228.7,202.9,79.1,71.9,7.0,6.1,42.7984234,29.57224396,1.288841411,44.24725892,30.31888312,113.6669239,7,88695,17821,20.1,70418,44.1,31082,33.4,23520,5052,8.3,5846,12.4,8739,2193,2,27.17559864,24.36713261,27.18415452,18.037923917,3.235190315
4599,0.130463144,0.32615786,0.304414003,0.0,1.087192868,14.4,46.9,27.1,11.6,16.9,39463,1977,4.1,72.5,273.1,236.3,86.6,79.0,7.0,6.3,2.565070778,0.499201659,0.091582861,2.860838378,2.053858253,8.156129355,0,4450,1136,25.5,3443,49.3,1697,37.2,1281,334,11.3,391,13.2,453,122,5,27.44074799,22.070015225,24.15742552,20.87410307,5.457708197
919,0.652883569,0.326441785,4.461371055,0.0,0.652883569,11.2,32.0,30.5,26.3,9.0,76235,428,2.8,116.8,237.6,217.1,87.0,79.6,10.5,9.7,0.552553228,0.274462982,0.047154433,0.424389897,0.709734672,1.091806488,0,983,250,25.4,732,42.6,312,33.3,244,61,6.8,50,11.0,80,23,6,21.436343849,24.591947773999998,24.156692059999997,22.742110992,7.072905332
208911,32.07250935,0.334592243,1.624615267,0.066056838,1.290023024,11.6,29.9,28.3,30.3,16.8,52557,101569,3.7,105.4,217.1,196.7,77.2,71.2,7.6,6.9,108.4331413,22.86627143,4.31681012,97.66248639,79.83961688,271.061483,84,204424,36426,17.8,165150,45.6,75284,34.0,56151,10770,7.5,12334,12.0,19810,4691,4,25.83492492,32.59474131,22.572770220000002,16.045588796,2.951974764
24922,11.63229275,0.369151754,1.544819838,0.040125191,3.210015248,10.7,29.6,25.7,34.0,12.3,47319,11920,2.9,65.2,263.2,231.8,90.3,81.7,7.3,6.3,13.10223564,6.150267825,0.280887589,12.4292758,10.91072727,34.3853223,0,24273,6341,26.1,20087,41.2,8271,30.4,6106,1574,8.1,1637,11.6,2338,652,4,21.57130246,25.89278549,24.49642886,22.49418185,5.54530134
127185,22.8784841,0.632150018,1.911388922,0.144671148,2.473562134,10.7,29.5,34.2,25.6,14.4,56754,57620,4.3,118.2,260.3,231.8,84.1,75.8,9.1,7.8,64.52076383,20.93376728,4.312301474,68.4236696,48.90914077,204.5068035,0,125698,23653,18.8,95596,48.2,46051,39.1,37378,7002,8.2,7858,11.7,11175,2908,3,27.20132091,29.08283209,23.70405315,16.512167311,3.499626528
8991,1.290179068,15.22633745,0.389278167,0.1334668,3.15871427,11.3,38.6,34.6,15.6,14.7,45156,3998,4.8,74.3,264.9,238.3,94.6,86.4,7.9,7.1,4.703072365,2.845660359,0.205691754,4.720084464,5.066512682,14.22366213,0,9035,2759,30.5,7240,46.5,3366,37.3,2701,682,9.0,653,12.6,911,270,6,22.155488820000002,20.59837615,25.46991436,26.192859527,5.583361139
28601,3.541834202,0.220272019,0.503478899,0.038460194,0.909059124,13.4,39.9,31.1,15.6,14.4,53138,11891,5.9,81.7,284.4,240.5,99.6,87.2,7.0,5.8,11.14087369,5.594007101,0.419775011,21.66443119,13.58993539,48.00250717,0,29173,7326,25.1,22862,50.2,11469,34.9,7979,1986,9.9,2261,12.0,2748,775,6,21.988741660000002,24.66696968,25.99209818,21.394356839,5.957833642
26575,42.66415804,0.824082785,0.62088429,0.135465663,1.339604892,18.4,36.1,30.9,14.6,23.2,38441,11551,4.7,65.6,228.7,202.9,79.1,71.9,7.0,6.1,12.16397444,8.404889503,0.36630868,12.57575592,8.61709591,32.3058993,10,27023,5831,21.6,20070,44.7,8970,32.1,6442,1793,10.3,2063,16.2,3258,802,5,27.081843839999998,24.93697084,25.4148636,18.547507054,4.018814675
42733,0.489083378,23.92764374,1.216858166,0.109985257,8.040624342,16.1,35.6,30.7,17.6,20.7,40287,18065,3.9,77.6,206.7,189.1,73.9,68.5,6.2,5.8,12.25717846,13.95866124,1.354683738,14.29462281,24.49268199,50.5242847,6,41878,13064,31.2,34178,54.0,18460,36.3,12407,4144,12.4,4231,17.2,5876,1496,6,22.1234175,20.412795736,24.74668289,27.47525332,5.24185056
3957,0.353803386,0.833965125,0.277988375,0.126358352,1.440485216,15.0,34.2,28.7,22.1,11.4,58261,2017,3.0,89.3,237.6,217.1,87.0,79.6,10.5,9.7,2.379165532,1.181773689,0.203036008,1.827324074,3.055952226,4.701064497,0,4089,1423,34.8,3125,48.6,1519,34.2,1069,312,8.1,253,13.0,405,114,6,22.74450342,17.462724285999997,23.932271919,26.45943897,9.40106141
9016,1.29769299,1.574977817,1.098047915,0.044365572,2.229370009,12.2,34.5,29.4,23.9,9.7,63929,4287,4.2,105.4,224.8,199.9,72.9,66.5,6.2,5.4,3.109848862,1.835439081,0.164287975,3.411409963,3.019380531,10.64824815,0,8650,2134,24.7,7000,48.8,3417,36.5,2555,649,9.2,641,13.8,966,249,2,24.6783496,22.36024845,26.90771961,21.428571425999998,4.625110914
159337,2.547430917,0.554798948,0.681574273,0.028242028,2.225471799,9.5,34.4,37.8,18.3,13.8,56557,75778,4.7,99.9,287.0,249.7,97.8,87.6,7.9,6.7,70.45573517,60.30182039,2.295390467,118.1966688,96.00789432,323.6341156,23,159761,38914,24.4,126206,49.0,61796,36.3,45813,10979,9.9,12530,11.7,14753,4106,2,22.96767229,22.277311609999998,28.28031154,22.183171522000002,4.29153304
44887,31.96248357,3.216967051,0.915632589,0.15371934,2.314701361,19.7,34.9,31.4,13.9,19.9,38514,16519,5.5,71.4,255.0,223.5,86.2,78.1,7.1,6.2,20.3909599,18.33759845,0.484161015,21.85208867,17.39521362,64.75221291,0,45447,10922,24.0,34622,55.0,19038,39.8,13780,3404,11.0,3803,16.3,5648,1413,5,25.18323791,24.434691559999997,25.94737897,20.473633788999997,3.961057767
792582,15.8471931,4.298608851,3.649212321,0.128314799,5.417609787,12.8,25.3,30.1,31.8,16.9,52346,383860,3.3,100.8,206.7,189.1,73.9,68.5,6.2,5.8,227.3376318,258.8955524,25.12573296,265.1267342,454.2732519,937.0893365,300,774203,140665,18.2,589200,45.2,266544,36.0,212112,45307,7.4,43888,12.2,71630,17973,1,28.07633784,29.18675922,23.35632149,16.155047681,3.225533762
19779,7.01754386,0.374134183,1.91617372,0.065726275,2.644218616,13.6,30.7,27.9,27.8,8.1,67498,10261,2.5,93.0,263.2,231.8,90.3,81.7,7.3,6.3,10.39840778,4.881074846,0.222922543,9.864322524,8.659147527,27.28943463,0,19213,4356,22.7,15048,44.0,6623,33.5,5041,1148,8.3,1252,11.6,1748,467,4,26.13883412,22.928358359999997,27.06911371,20.476262701,3.387431114
4165,0.480192077,65.57022809,0.528211285,0.048019208,3.31332533,16.9,34.2,31.9,17.0,33.6,34024,1379,4.1,59.6,240.4,219.1,92.8,84.8,9.2,8.6,2.233016146,1.907269605,0.269094969,1.600406921,2.554041724,4.522683865,0,4177,665,15.9,2627,59.6,1565,46.8,1229,317,11.3,296,18.4,484,128,6,39.687875149999996,22.66506603,20.792316931000002,14.477791115999999,2.37695078
25220,42.20459952,0.305313244,0.753370341,0.019825535,1.41554322,20.9,47.6,20.1,11.4,23.5,37834,9196,5.0,72.2,253.1,225.8,85.1,77.8,8.1,7.4,21.41275419,4.440501565,0.428404094,13.36248248,9.260978935,37.63623097,0,25784,6150,23.9,20281,58.3,11830,43.0,8721,2064,12.2,2473,18.0,3641,825,6,21.66137986,27.8628073,25.95955591,20.432196669,4.08406027
80110,3.78978904,10.5255274,1.723879665,0.086131569,7.514667332,9.6,32.9,34.2,23.3,10.0,62889,37252,3.3,121.1,206.7,189.1,73.9,68.5,6.2,5.8,22.97808641,26.16779425,2.539576306,26.79760918,45.91553961,94.7160379,6,76830,16229,21.1,60607,52.9,32076,37.0,22425,4945,8.5,5179,12.4,7489,1857,3,26.516040439999998,25.090500560000002,25.73960804,19.360878786999997,3.292972163
705388,7.764804618,0.210947734,11.81562488,0.046073934,2.062978106,6.1,19.5,21.4,53.0,6.5,100184,393159,3.0,125.5,449.5,353.7,134.3,114.6,9.6,7.3,640.1702473,221.361551,7.66487365,939.5091129,201.4328795,2117.75349,59,694389,155147,22.3,557639,32.9,183465,23.8,132718,30840,4.9,27536,8.2,45784,13800,2,23.49288618,25.54792539,27.57092551,18.744293916,4.643968993
11950,1.121338912,0.820083682,0.418410042,0.075313808,2.0,9.1,30.9,34.9,25.1,9.6,51712,6041,3.1,88.9,227.6,206.5,88.0,80.5,6.8,6.3,6.739435447,3.414866195,0.570512501,4.945809813,7.3427832,15.65010192,0,12087,3564,29.5,9418,47.3,4457,37.4,3522,799,8.2,773,12.5,1178,312,6,24.32635984,21.43096235,23.271966525,23.623430962,7.347280335
67744,4.731046292,2.47697213,1.823039679,0.181565895,3.138285309,6.6,31.1,34.0,28.3,10.8,63938,32013,2.9,98.0,237.6,217.1,87.0,79.6,10.5,9.7,40.73141011,20.23201334,3.47598467,31.28386203,52.31802567,80.48241428,19,69628,11458,16.5,51780,42.9,22233,34.9,18071,2981,5.2,2676,8.3,4312,1220,5,26.35953,35.06878838,20.68965517,14.134093056000001,3.747933396
9131,0.449019823,3.931661373,0.470923229,0.087613624,2.705070638,10.2,37.7,34.7,17.4,15.9,45641,5143,3.6,82.6,247.1,236.2,91.5,88.0,9.8,9.4,4.332111776,3.36082481,0.481345753,2.956838196,5.045534945,9.901969773,0,9131,2878,31.5,7820,41.8,3271,30.6,2393,736,9.4,732,13.1,1025,294,6,16.767057277,22.94381776,27.80637389,27.28069214,5.20205892
26321,1.223357775,0.262148095,0.262148095,0.037992477,1.200562289,19.9,41.7,28.0,10.4,21.4,40780,10995,4.9,81.3,230.9,214.6,77.3,72.9,8.3,7.6,17.28264691,5.808006084,0.618499634,11.63368359,11.19189813,38.02889176,6,26129,6066,23.2,20167,57.7,11641,43.6,8793,2274,14.4,2911,15.8,3196,768,6,25.46255841,23.93906007,26.00965009,20.884464873,3.704266555
39507,27.05596477,0.888450148,0.445490673,0.02531197,1.802212266,13.7,36.2,34.8,15.3,14.8,50149,18261,4.1,93.0,255.0,223.5,86.2,78.1,7.1,6.2,17.94697023,16.13971756,0.426131157,19.23297318,15.3102837,56.99123745,6,39240,9982,25.4,31247,50.3,15729,37.3,11655,2856,9.9,3085,14.9,4667,1185,3,23.01111195,21.99610196,27.554610580000002,23.02376794,4.414407573
205560,6.132516054,0.642148278,1.185541934,0.083187391,2.453784783,18.8,35.2,26.8,19.2,11.5,59251,116267,2.6,106.3,230.8,212.0,80.3,74.4,6.5,6.1,106.0686821,25.95657004,4.054754136,80.81862222,102.0753636,267.429466,35,202924,38669,19.1,148995,44.2,65888,35.4,52744,11210,9.6,14325,12.6,18736,4647,4,30.07832263,25.319128229999997,24.23915159,16.62628916,3.737108387
14604,3.231991235,0.424541222,0.157491098,0.006847439,3.594905505,13.5,45.6,29.5,11.3,17.0,40557,6676,6.0,72.2,292.7,248.6,93.7,83.7,8.3,7.1,7.544719072,2.793507509,0.242370508,9.877222882,6.753891589,28.46229341,0,14773,4162,28.2,11544,57.2,6606,39.2,4525,1308,13.1,1516,15.5,1789,455,6,23.103259379999997,21.61051767,26.39003013,23.322377433,5.573815393
2388,0.963149079,1.21440536,0.460636516,0.0,2.805695142,11.9,31.3,40.2,16.6,13.6,51036,1275,2.8,82.0,207.9,199.6,79.8,76.2,10.6,10.4,1.182143432,0.665472352,0.119867691,0.545604661,1.55414661,2.248552542,0,2479,625,25.2,1964,41.1,806,32.0,628,180,9.8,193,12.0,235,72,6,19.514237858,25.50251256,22.906197650000003,25.795644885999998,6.281407035
20299,28.19843342,0.359623627,0.669983743,0.068968915,1.211882359,18.7,41.8,29.1,10.4,20.5,48708,9182,4.4,83.1,228.7,202.9,79.1,71.9,7.0,6.1,9.291308264,6.419975617,0.27980056,9.605842687,6.582066976,24.67647977,0,20809,5131,24.7,15759,46.1,7266,32.9,5185,1433,10.6,1669,15.5,2438,608,4,24.46918567,23.281935070000003,26.188482190000002,22.119316221,3.941080841
45388,4.09359302,1.03331277,2.36185776,0.290825769,1.709703005,21.8,33.7,25.8,18.7,14.9,51829,19385,3.7,88.4,228.7,202.9,79.1,71.9,7.0,6.1,20.77510712,14.3548871,0.625626279,21.47839735,14.71731888,55.17592313,4,43878,10665,24.3,35197,45.0,15848,33.9,11932,2898,9.5,3329,12.4,4379,1164,5,25.34149996,25.2335419,25.08372257,20.256455453,4.084780118
39764,0.88019314,1.368071623,1.762901117,0.294235992,3.168695302,8.4,25.1,41.9,24.6,11.0,53806,19344,4.1,85.2,303.4,271.5,109.4,101.0,9.2,8.3,19.93554891,10.98779897,0.578804609,24.37621379,18.7684511,58.46875412,4,38021,10800,28.4,32170,41.8,13448,32.1,10327,2654,8.5,2741,11.9,3814,1068,5,21.32079267,23.93119405,23.9412534,26.559199276,4.247560608
6648,27.36161252,0.87244284,0.36101083,0.105294826,1.624548736,29.2,31.7,28.0,11.1,25.8,37593,2766,4.6,64.1,228.7,202.9,79.1,71.9,7.0,6.1,3.04293893,2.102566525,0.091635752,3.145950154,2.155652064,8.081641337,0,6788,1466,21.6,4955,54.2,2685,39.3,1947,542,13.6,671,18.0,893,226,6,27.66245488,24.92478941,24.84957882,19.584837546000003,2.97833935
21924,5.432402846,1.286261631,7.065316548,0.136836344,1.496077358,22.2,32.5,29.9,15.3,10.8,55766,11284,2.6,79.3,302.7,265.0,104.9,96.0,7.4,6.6,11.25273672,7.079846856,0.496214432,12.56164881,13.69864408,36.66125996,0,21854,4637,21.2,15920,42.3,6738,34.0,5413,1231,6.6,1054,12.0,1910,522,5,29.91242474,24.8814085,22.63729247,17.369093227,5.199781062
48271,2.724202938,0.207163722,0.399825983,0.026931284,1.419071492,10.4,43.9,29.1,16.6,14.4,50183,22475,3.5,90.1,230.8,212.0,80.3,74.4,6.5,6.1,24.90777073,6.095298659,0.952164998,18.97837961,23.97003248,62.79960962,10,48649,12162,25.0,38394,49.5,18996,36.4,13975,3372,10.7,4090,13.3,5096,1268,5,22.66371113,24.132501920000003,27.3601127,21.246711274,4.59696298
34205,30.27335185,0.242654583,0.406373337,0.03508259,0.985236077,13.4,37.4,33.2,16.0,19.1,43478,14663,4.7,97.2,191.3,174.8,65.9,61.2,7.1,6.7,23.89114792,1.225480742,1.133856014,13.50319434,12.56404088,38.72290082,5,34542,7781,22.5,26163,50.4,13193,38.6,10099,2274,9.8,2554,15.1,3953,944,5,25.847098369999998,24.312235049999998,25.97281099,19.874287384,3.993568192
157413,9.482063108,0.437066824,1.578014522,0.050186452,1.539898229,11.3,29.7,30.6,28.3,10.7,58228,65104,4.3,105.0,265.2,240.7,86.8,80.1,6.9,6.0,91.34677648,45.03041336,1.60374195,85.69303182,61.19347162,215.0861841,40,147981,57277,38.7,132194,41.7,55067,27.7,36618,14559,10.7,14194,14.2,18745,5424,4,17.863200626,18.030277042,22.982854023,31.893172739999997,9.230495575
22869,2.129520311,3.205212296,0.905155451,0.048100048,1.77970178,9.1,33.0,29.7,28.2,11.0,56535,11826,2.6,99.1,240.4,219.1,92.8,84.8,9.2,8.6,12.26094748,10.4723526,1.477534897,8.787444388,14.02362069,24.83295494,10,22660,5565,24.6,18009,42.9,7723,33.6,6051,1390,6.2,1122,10.4,1870,559,5,23.60837816,25.14320697,25.26564345,20.468756834,5.514014605
43327,2.331109931,9.035936021,1.045537425,0.043852563,2.21109239,11.6,26.7,31.2,30.5,16.7,44502,19484,4.1,82.5,255.0,223.5,86.2,78.1,7.1,6.2,19.68229375,17.70029469,0.467334513,21.09264255,16.79066145,62.50181854,9,41725,10654,25.5,36132,43.7,15791,30.4,10984,2926,8.6,3099,11.5,4157,1153,5,23.156461329,28.46492949,22.1340042,22.295566274000002,3.949038706
1349,0.296515938,1.33432172,0.296515938,0.074128984,1.853224611,14.4,37.4,37.2,10.9,16.6,39439,687,4.7,60.4,237.6,217.1,87.0,79.6,10.5,9.7,0.811092823,0.402884181,0.069217987,0.622961884,1.041819447,1.602662625,0,1403,498,35.5,1093,52.3,572,34.7,379,132,9.9,108,15.2,166,48,6,20.311341735,16.160118607,22.757598215999998,28.98443292,11.78650852
776,0.257731959,1.159793814,0.515463918,0.0,1.804123711,3.2,19.3,37.6,39.9,9.3,60210,507,2.6,83.7,285.7,262.5,95.4,88.9,7.8,7.1,0.394433282,0.306145625,0.012125928,0.341024699,0.370998904,0.993099893,0,834,394,47.2,661,34.6,228,23.5,155,51,6.7,45,9.9,66,22,6,15.592783505,18.041237116,25.515463920000002,35.56701031,5.283505155
281669,5.35202667,5.310133526,4.743511001,0.123904299,5.904093102,8.0,25.6,33.9,32.5,11.9,62343,142102,2.9,120.1,206.7,189.1,73.9,68.5,6.2,5.8,80.79159434,92.00669629,8.929221301,94.22114317,161.4403211,333.0242377,77,274024,47856,17.5,221057,44.1,97459,35.6,78696,14352,6.8,14993,9.9,21808,5627,2,25.17813462,32.82860379,23.211287,15.874661394,2.907313194
24032,16.82756325,9.175266312,0.432756325,0.045772304,3.978029294,14.7,46.4,25.8,13.1,23.1,36423,9009,5.2,75.8,260.3,231.8,84.1,75.8,9.1,7.8,12.19139833,3.955500219,0.814822731,12.92886447,9.241533758,38.64219445,0,24145,6342,26.3,18364,54.5,10004,40.4,7419,1905,11.5,2103,15.5,2839,719,6,25.74484021,22.482523309999998,24.19690413,22.848701730000002,4.727030626
3308,0.574365175,6.408706167,0.211608223,0.060459492,2.146311971,8.0,34.6,40.4,17.0,13.1,49773,1760,3.2,70.8,302.7,265.0,104.9,96.0,7.4,6.6,1.697867774,1.068241808,0.074871253,1.895362811,2.0669182,5.531629627,0,3357,1101,32.8,2615,46.0,1203,33.1,866,231,7.0,182,11.7,307,93,6,22.88391777,19.74002418,24.093107621999998,23.911729143000002,9.371221282
47291,8.39271743,3.643399378,0.67031782,0.063437018,4.601298344,9.8,32.1,30.5,27.6,10.4,69114,21953,3.0,133.1,206.7,189.1,73.9,68.5,6.2,5.8,13.56455729,15.44752413,1.499177419,15.81932013,27.10512774,55.91332104,0,45326,9257,20.4,36422,43.5,15834,32.3,11764,2863,8.1,2940,11.4,4155,1092,2,26.95015965,24.42325178,25.988031550000002,19.168552153,3.470004864
